,Player Name,Age,Overall Rating,Potential,Best Overall,Team,League,League Tier,Positions,Best Position,Height,Weight,foot,Growth,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,PAC,SHO,PAS,DRI,DEF,PHY,Value (M),Total Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,Freekick Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total Defending,Marking,Standing Tackle,Sliding Tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Total Base Stats,Joined,Loan Date End,contract_end_at_club,contract_started_at_club,years_at_club,Release Clause (M),Player ID,Image Page,Info Page,Team ID,Team Image Page
5459,P. Krätschmer,23,60,67,62,1. FC Nürnberg,German 2. Bundesliga,2,CB CDM,CB,188,81.2,Left,7,3 ★,2★,Medium,Medium,64,39,46,52,57,67,0.275,48.74,31,39,56,58,29,45.53,47,33,30,51,53,67.24,63,65,64,56,64,64.41,42,73,59,74,38,53.68,58,53,38,43,34,49,65.44,57,60,61,12.95,15,11,14,10,7,64.16,65.26,"Sep 14, 2020",,2021,2020,0.0,0.495,256296,https://cdn.sofifa.com/players/256/296/20_240.png,https://sofifa.com/player/256296/,171,https://cdn.sofifa.com/teams/171/dark_240.png
5460,E. Majetschak,20,60,76,63,FC Erzgebirge Aue,German 2. Bundesliga,2,CM,CAM,185,79.8,Right,16,4 ★,2★,Medium,Medium,56,57,62,60,42,54,0.45,62.47,52,56,47,70,48,61.28,57,56,50,64,61,65.52,61,52,64,62,65,63.06,57,58,48,58,59,64.13,51,41,55,61,62,64,46.32,39,44,43,9.55,10,6,10,9,7,68.35,66.47,"Jul 1, 2019",,2022,2019,1.0,0.979,245769,https://cdn.sofifa.com/players/245/769/20_240.png,https://sofifa.com/player/245769/,506,https://cdn.sofifa.com/teams/506/dark_240.png
5461,F. Heister,23,60,66,61,SSV Jahn Regensburg,German 2. Bundesliga,2,RM RB,RM,178,74.8,Right,6,3 ★,2★,Medium,Medium,69,51,58,66,46,54,0.275,61.56,63,50,42,61,53,59.57,65,53,42,54,66,72.63,68,70,80,40,79,60.59,60,54,54,57,44,59.14,45,43,52,54,55,49,52.57,47,49,47,12.73,13,13,14,10,6,69.21,69.08,"Jul 1, 2019",,2022,2019,1.0,0.481,252031,https://cdn.sofifa.com/players/252/031/20_240.png,https://sofifa.com/player/252031/,543,https://cdn.sofifa.com/teams/543/dark_240.png
5462,N. Wähling,22,60,68,62,SSV Jahn Regensburg,German 2. Bundesliga,2,RM RB,ST,188,78.0,Right,8,3 ★,3★,Medium,Medium,68,59,51,65,38,55,0.3,66.82,59,64,49,50,70,58.94,66,52,45,46,68,64.66,70,67,60,46,57,58.11,62,34,50,67,45,52.02,38,26,55,49,51,50,43.75,39,42,38,15.0,15,14,12,15,10,66.11,67.47,"Jul 31, 2019",,2022,2019,1.0,0.525,247685,https://cdn.sofifa.com/players/247/685/20_240.png,https://sofifa.com/player/247685/,543,https://cdn.sofifa.com/teams/543/dark_240.png
5463,A. Evans,21,60,71,62,SC Paderborn 07,German 2. Bundesliga,2,CAM RM,CAM,185,79.8,Right,11,2 ★,3★,Medium,Low,67,53,58,63,40,61,0.35000000000000003,61.1,54,51,47,62,53,61.91,63,55,58,52,63,69.61,66,67,62,58,70,66.44,60,54,65,66,50,57.24,43,26,57,60,55,58,49.26,44,41,49,12.27,10,11,11,15,7,69.3,68.67,"Jan 29, 2020",,2022,2020,0.0,0.63,231580,https://cdn.sofifa.com/players/231/580/20_240.png,https://sofifa.com/player/231580/,10030,https://cdn.sofifa.com/teams/10030/dark_240.png
5464,A. Oeynhausen,18,60,76,63,SC Paderborn 07,German 2. Bundesliga,2,CM,CAM,178,68.0,Right,16,3 ★,2★,Medium,Medium,64,54,62,62,50,47,0.425,63.16,49,54,51,70,52,63.83,60,61,51,66,62,70.26,68,61,69,55,73,57.66,65,50,52,45,44,61.76,45,38,51,63,63,65,58.46,48,57,54,12.95,8,15,11,11,12,70.55,68.07,"Jan 1, 2020",,2022,2020,0.0,0.9460000000000001,254882,https://cdn.sofifa.com/players/254/882/20_240.png,https://sofifa.com/player/254882/,10030,https://cdn.sofifa.com/teams/10030/dark_240.png
5465,T. Kraulich,21,60,68,62,FC Würzburger Kickers,German 2. Bundesliga,2,CB,CB,190,83.0,Left,8,3 ★,2★,Medium,Medium,53,40,50,50,58,69,0.275,51.95,42,33,59,60,33,49.79,49,40,42,55,48,56.68,52,54,55,57,45,68.69,55,68,61,76,45,55.11,61,53,38,41,39,46,64.71,58,62,56,8.64,8,9,6,6,9,63.69,64.26,"Jul 15, 2020",,2023,2020,0.0,0.481,239903,https://cdn.sofifa.com/players/239/903/20_240.png,https://sofifa.com/player/239903/,110197,https://cdn.sofifa.com/teams/110197/dark_240.png
5466,M. Franzke,21,60,72,61,FC St. Pauli,German 2. Bundesliga,2,RM RW LW,RM,183,68.9,Right,12,4 ★,2★,Medium,Medium,76,41,55,62,27,57,0.375,57.44,59,46,56,55,35,55.74,62,45,42,53,60,73.49,75,76,68,54,68,59.01,38,66,67,57,34,50.83,43,24,44,56,47,52,26.47,19,26,27,9.55,8,8,9,9,8,62.35,63.86,"Mar 8, 2020",,2022,2020,0.0,0.656,250948,https://cdn.sofifa.com/players/250/948/20_240.png,https://sofifa.com/player/250948/,110329,https://cdn.sofifa.com/teams/110329/dark_240.png
5467,G. Mollo,19,60,70,62,1. FC Heidenheim 1846,German 2. Bundesliga,2,ST,ST,175,73.9,Right,10,2 ★,2★,Medium,Medium,57,63,47,57,32,59,0.325,59.95,38,67,56,56,45,50.85,55,48,45,33,58,64.22,59,56,58,55,70,69.14,64,64,56,63,60,57.72,49,25,59,50,60,55,33.09,27,33,30,10.91,11,14,6,7,10,64.21,63.25,"Jul 1, 2020",,2022,2020,0.0,0.585,257184,https://cdn.sofifa.com/players/257/184/20_240.png,https://sofifa.com/player/257184/,111235,https://cdn.sofifa.com/teams/111235/dark_240.png
5468,F. Rossi,29,60,60,60,Atalanta,Italian Serie A,1,GK,GK,193,83.0,Right,0,2 ★,1★,Medium,Medium,62,60,62,60,21,58,0.15,17.62,19,11,14,17,16,20.43,21,22,22,12,19,40.09,22,21,55,48,40,36.04,47,55,22,24,12,20.9,14,27,11,22,14,42,19.49,20,17,16,68.64,62,60,62,58,60,41.54,64.86,"Aug 28, 2017",,2021,2017,3.0,0.255,194894,https://cdn.sofifa.com/players/194/894/20_240.png,https://sofifa.com/player/194894/,39,https://cdn.sofifa.com/teams/39/dark_240.png
5469,D. Traore,17,60,80,64,Atalanta,Italian Serie A,1,ST,CAM,175,69.9,Left,20,3 ★,2★,High,Medium,77,60,53,68,19,40,0.425,59.5,50,64,45,57,44,56.38,68,42,38,51,66,78.66,77,77,73,61,77,58.33,60,56,51,36,56,51.54,32,13,62,55,55,59,20.22,17,16,22,12.05,13,15,8,11,6,63.64,63.65,"Oct 27, 2019",,2021,2019,1.0,1.1,254088,https://cdn.sofifa.com/players/254/088/20_240.png,https://sofifa.com/player/254088/,39,https://cdn.sofifa.com/teams/39/dark_240.png
5470,Raúl Moro,17,60,80,61,Lazio,Italian Serie A,1,LW CF,CAM,168,59.9,Right,20,3 ★,2★,Medium,Medium,68,52,52,68,27,36,0.4,54.92,50,56,31,57,46,57.66,69,52,43,41,66,73.92,71,66,75,49,82,49.32,53,44,47,30,45,52.02,36,23,55,58,47,50,28.68,30,26,22,10.68,7,14,11,6,9,61.18,60.84,"Jun 10, 2020",,2022,2020,0.0,1.1,258139,https://cdn.sofifa.com/players/258/139/20_240.png,https://sofifa.com/player/258139/,46,https://cdn.sofifa.com/teams/46/dark_240.png
5471,M. Frediani,26,60,60,60,Parma,Italian Serie A,1,LW,LW,178,67.1,Right,0,3 ★,3★,Medium,Low,70,54,53,65,30,45,0.22,59.73,57,53,39,52,60,60.64,64,58,55,44,64,73.28,64,75,73,55,73,56.76,52,48,53,44,55,57.24,35,39,54,56,57,55,30.51,31,19,33,11.59,13,14,6,5,13,65.33,63.65,"Jul 2, 2017",,2020,2017,3.0,0.396,230558,https://cdn.sofifa.com/players/230/558/20_240.png,https://sofifa.com/player/230558/,50,https://cdn.sofifa.com/teams/50/dark_240.png
5472,K. Horváth,18,60,76,62,Torino,Italian Serie A,1,CAM,CAM,173,69.9,Right,16,3 ★,2★,Medium,Medium,64,53,57,67,40,43,0.425,61.33,54,52,49,60,53,65.32,69,59,53,57,69,67.03,64,64,59,63,61,55.63,61,58,44,40,44,57.24,45,30,49,55,62,64,46.69,42,40,45,11.36,7,13,14,8,8,66.97,65.06,"Sep 25, 2020",,2024,2020,0.0,0.988,257630,https://cdn.sofifa.com/players/257/630/20_240.png,https://sofifa.com/player/257630/,54,https://cdn.sofifa.com/teams/54/dark_240.png
5473,M. Juwara,18,60,78,62,Bologna,Italian Serie A,1,ST,ST,170,59.9,Left,18,3 ★,2★,Medium,Medium,65,61,43,63,20,40,0.425,58.81,37,65,55,52,48,47.87,62,39,32,30,62,71.34,68,62,67,63,71,57.43,64,56,46,35,54,53.68,39,14,63,49,61,52,18.01,18,18,13,10.68,13,10,9,10,5,60.02,58.63,"Jul 6, 2019",,2024,2019,1.0,1.0,254541,https://cdn.sofifa.com/players/254/541/20_240.png,https://sofifa.com/player/254541/,189,https://cdn.sofifa.com/teams/189/dark_240.png
5474,M. Cortesi,22,60,69,62,Brescia,Italian Serie A,1,ST,ST,180,73.0,Right,9,3 ★,2★,High,Medium,74,58,46,61,24,55,0.325,60.64,36,61,61,52,55,54.26,58,50,50,37,60,75.43,75,73,68,62,72,66.44,55,72,55,59,54,54.16,43,20,59,49,57,59,22.06,21,20,19,13.64,9,13,11,13,14,65.33,63.86,"Jul 3, 2017",,2020,2017,3.0,0.65,230854,https://cdn.sofifa.com/players/230/854/20_240.png,https://sofifa.com/player/230854/,190,https://cdn.sofifa.com/teams/190/dark_240.png
5475,M. Bleve,24,60,64,60,Lecce,Italian Serie A,1,GK,GK,183,83.9,Right,4,2 ★,1★,Medium,Medium,65,62,58,62,18,59,0.2,12.13,10,8,11,19,5,15.74,11,12,10,27,14,31.9,21,15,24,41,47,43.92,44,63,28,53,7,22.8,19,8,6,53,10,55,13.6,14,10,13,69.55,65,62,58,59,62,39.25,65.06,"Jul 1, 2012",,2023,2012,8.0,0.375,239573,https://cdn.sofifa.com/players/239/573/20_240.png,https://sofifa.com/player/239573/,347,https://cdn.sofifa.com/teams/347/dark_240.png
5476,Kaique Rocha,19,60,77,64,Sampdoria,Italian Serie A,1,RB,CB,196,89.8,Right,17,3 ★,2★,Medium,Medium,62,35,38,54,61,75,0.4,48.97,50,36,57,37,34,44.68,63,41,34,30,42,57.11,60,63,53,54,35,62.84,35,64,64,86,30,59.62,63,63,42,36,47,42,68.75,55,65,67,12.5,9,6,15,11,14,63.08,65.26,"Sep 2, 2019",,2024,2019,1.0,0.97,253146,https://cdn.sofifa.com/players/253/146/20_240.png,https://sofifa.com/player/253146/,1837,https://cdn.sofifa.com/teams/1837/dark_240.png
5477,A. Tripaldelli,21,60,74,60,Cagliari,Italian Serie A,1,LB,LB,183,77.1,Left,14,3 ★,2★,Medium,Medium,55,33,46,61,60,55,0.425,50.11,64,28,49,42,36,51.06,65,43,36,41,55,62.5,56,54,57,62,61,52.03,36,58,51,55,31,62.23,59,60,59,43,41,48,68.38,58,65,63,8.86,10,5,6,6,12,63.34,62.25,"Sep 17, 2020",,2023,2020,0.0,0.988,245784,https://cdn.sofifa.com/players/245/784/20_240.png,https://sofifa.com/player/245784/,1842,https://cdn.sofifa.com/teams/1842/dark_240.png
5478,C. Dalle Mura,18,60,76,62,Fiorentina,Italian Serie A,1,CB,CB,180,69.9,Left,16,2 ★,2★,Low,Medium,59,30,42,40,63,55,0.4,48.97,41,25,68,50,30,37.23,35,30,34,37,39,62.5,63,56,47,58,66,59.01,42,75,61,53,31,49.64,49,64,28,40,28,48,68.38,54,68,64,11.14,5,14,13,6,11,59.8,58.03,"Jul 1, 2019",,2022,2019,1.0,0.93,257786,https://cdn.sofifa.com/players/257/786/20_240.png,https://sofifa.com/player/257786/,110374,https://cdn.sofifa.com/teams/110374/dark_240.png
5479,D. Vokić,24,60,67,61,Benevento,Italian Serie A,1,CDM CAM,CAM,190,78.9,Right,7,3 ★,2★,Medium,Medium,60,45,59,60,54,63,0.275,56.98,48,43,45,67,46,57.66,59,49,41,61,61,64.44,59,61,63,55,61,61.94,52,58,58,68,39,66.27,57,52,61,61,48,59,61.76,57,56,55,11.36,8,11,14,6,11,68.7,68.47,"Feb 13, 2019",,2021,2019,1.0,0.55,244170,https://cdn.sofifa.com/players/244/170/20_240.png,https://sofifa.com/player/244170/,112026,https://cdn.sofifa.com/teams/112026/dark_240.png
5480,Altamirano,23,60,69,61,Real Betis,Spain Primera Division,1,LW LM,CAM,178,73.0,Right,9,3 ★,3★,Medium,Medium,65,58,53,63,30,46,0.325,58.81,53,59,39,57,49,57.23,64,55,42,45,63,68.32,63,67,60,55,72,57.43,62,45,42,49,57,56.06,42,28,61,56,49,60,33.09,29,29,32,12.05,10,8,13,10,12,63.77,63.25,"Aug 21, 2018",,2021,2018,2.0,0.748,236882,https://cdn.sofifa.com/players/236/882/20_240.png,https://sofifa.com/player/236882/,449,https://cdn.sofifa.com/teams/449/dark_240.png
5481,José Fontán,20,60,69,60,RC Celta,Spain Primera Division,1,LB CB,LB,180,74.8,Left,9,3 ★,3★,Medium,Medium,67,43,48,56,58,58,0.3,48.74,46,39,46,53,29,46.6,56,29,27,51,56,65.95,66,67,58,50,65,62.61,49,64,62,55,48,59.38,58,56,49,51,36,45,67.28,60,59,64,13.18,11,8,13,13,13,65.07,66.27,"Jul 1, 2019",,2021,2019,1.0,0.6900000000000001,258728,https://cdn.sofifa.com/players/258/728/20_240.png,https://sofifa.com/player/258728/,450,https://cdn.sofifa.com/teams/450/dark_240.png
5482,Adrián,19,60,79,60,Deportivo Alavés,Spain Primera Division,1,GK,GK,196,83.0,Right,19,3 ★,1★,Medium,Medium,57,58,64,60,29,62,0.375,12.36,11,8,11,17,7,14.89,14,11,11,22,12,35.78,25,32,27,52,30,40.09,48,38,19,65,8,20.19,27,13,4,30,11,34,12.87,9,13,13,68.41,57,58,64,62,60,38.39,66.27,"Aug 25, 2020",,2024,2020,0.0,1.0,253216,https://cdn.sofifa.com/players/253/216/20_240.png,https://sofifa.com/player/253216/,463,https://cdn.sofifa.com/teams/463/dark_240.png
5483,A. Abqar,21,60,70,62,Deportivo Alavés,Spain Primera Division,1,CB,CB,188,79.8,Right,10,3 ★,2★,Low,Medium,51,30,42,45,61,64,0.3,46.0,35,27,57,50,32,42.34,40,32,31,45,51,53.66,48,53,49,54,45,58.33,38,65,61,67,28,52.26,60,62,24,36,38,46,68.75,58,65,64,11.59,9,10,11,12,9,58.98,58.84,"Sep 9, 2020",,2023,2020,0.0,0.6900000000000001,245628,https://cdn.sofifa.com/players/245/628/20_240.png,https://sofifa.com/player/245628/,463,https://cdn.sofifa.com/teams/463/dark_240.png
5484,Unai,21,60,71,62,SD Eibar,Spain Primera Division,1,ST,ST,175,69.9,Left,11,3 ★,3★,Medium,Medium,72,60,42,64,19,46,0.35000000000000003,57.89,26,67,62,54,44,51.7,68,40,42,35,58,71.55,74,71,56,55,76,59.91,54,55,53,48,56,48.22,31,13,56,43,60,47,16.18,12,15,17,9.77,10,6,8,7,12,59.76,60.84,"Jul 1, 2019",,2021,2019,1.0,0.805,258933,https://cdn.sofifa.com/players/258/933/20_240.png,https://sofifa.com/player/258933/,467,https://cdn.sofifa.com/teams/467/dark_240.png
5485,Zarco,22,60,69,60,SD Eibar,Spain Primera Division,1,GK,GK,190,77.1,Right,9,3 ★,1★,Medium,Medium,64,54,61,62,26,60,0.25,14.42,12,8,10,27,6,13.62,6,10,12,26,10,31.68,23,28,24,47,25,39.86,46,38,27,61,5,19.0,24,13,4,21,18,29,11.76,6,12,14,68.41,64,54,61,60,62,37.31,65.66,"Jul 8, 2019",,2022,2019,1.0,0.5750000000000001,253214,https://cdn.sofifa.com/players/253/214/20_240.png,https://sofifa.com/player/253214/,467,https://cdn.sofifa.com/teams/467/dark_240.png
5486,Gerard Barri,19,60,75,60,Elche CF,Spain Primera Division,1,RB,RB,178,72.1,Right,15,2 ★,2★,Low,High,60,46,54,53,58,51,0.4,60.64,61,45,58,62,39,51.28,55,46,33,60,47,64.22,61,60,60,49,68,58.11,58,62,49,49,40,52.97,54,58,37,35,39,41,65.44,49,64,65,10.91,10,12,11,6,9,65.24,64.66,"Sep 9, 2020",,2021,2020,0.0,1.1,258690,https://cdn.sofifa.com/players/258/690/20_240.png,https://sofifa.com/player/258690/,468,https://cdn.sofifa.com/teams/468/dark_240.png
5487,Zabarte,21,60,72,62,CA Osasuna,Spain Primera Division,1,CB RB,CB,175,76.2,Right,12,3 ★,2★,Medium,Medium,68,33,49,48,59,62,0.35000000000000003,52.4,50,29,58,57,35,44.89,41,35,29,56,50,70.91,68,68,66,58,69,57.66,49,70,52,62,23,60.1,72,61,40,39,41,52,65.44,58,59,61,11.36,10,7,8,10,15,65.03,64.06,"Aug 2, 2019",,2021,2019,1.0,0.805,255270,https://cdn.sofifa.com/players/255/270/20_240.png,https://sofifa.com/player/255270/,479,https://cdn.sofifa.com/teams/479/dark_240.png
5488,Iván Martínez,18,60,81,60,CA Osasuna,Spain Primera Division,1,GK,GK,180,69.9,Right,21,2 ★,1★,Medium,Medium,61,64,60,61,31,57,0.4,24.26,34,5,12,46,9,20.85,15,10,13,41,19,45.04,25,36,48,45,55,43.92,45,55,34,54,7,22.8,17,15,4,45,15,37,16.54,20,14,11,68.86,61,64,60,57,61,45.42,67.07,"Sep 1, 2018",,2021,2018,2.0,1.2,245787,https://cdn.sofifa.com/players/245/787/20_240.png,https://sofifa.com/player/245787/,479,https://cdn.sofifa.com/teams/479/dark_240.png
5489,Genaro,22,60,70,62,Sevilla FC,Spain Primera Division,1,CM CB,CM,183,71.2,Right,10,3 ★,2★,Medium,Medium,63,46,60,60,55,58,0.325,58.58,52,35,55,69,45,58.72,59,43,46,68,60,68.97,62,64,58,63,73,64.64,69,63,55,56,44,66.75,67,51,54,55,54,42,62.13,54,57,58,12.95,12,12,14,11,8,71.07,68.67,"Jul 1, 2017",,2021,2017,3.0,0.748,240873,https://cdn.sofifa.com/players/240/873/20_240.png,https://sofifa.com/player/240873/,481,https://cdn.sofifa.com/teams/481/dark_240.png
5490,S. Abdulai,21,60,70,61,Getafe CF,Spain Primera Division,1,CDM CM CB,CDM,185,77.1,Right,10,3 ★,2★,Medium,Medium,63,42,58,58,55,56,0.3,57.44,46,35,63,68,39,58.09,52,43,49,65,64,67.03,64,62,61,59,65,60.14,62,67,47,56,35,62.95,66,48,44,52,55,50,62.5,48,63,59,11.59,13,10,7,11,10,68.57,66.67,"Jul 1, 2019",,2024,2019,1.0,0.6900000000000001,254230,https://cdn.sofifa.com/players/254/230/20_240.png,https://sofifa.com/player/254230/,1860,https://cdn.sofifa.com/teams/1860/dark_240.png
5491,J. García,18,60,77,60,Getafe CF,Spain Primera Division,1,GK,GK,185,77.1,Right,17,3 ★,1★,Medium,Medium,61,56,56,62,27,58,0.35000000000000003,14.87,11,9,13,23,9,16.38,6,12,14,26,19,39.66,20,32,26,57,49,40.54,42,61,21,50,6,22.09,28,11,4,40,10,24,10.29,7,10,11,66.59,61,56,56,58,62,39.72,64.26,"Jul 1, 2019",,2021,2019,1.0,0.9540000000000001,254300,https://cdn.sofifa.com/players/254/300/20_240.png,https://sofifa.com/player/254300/,1860,https://cdn.sofifa.com/teams/1860/dark_240.png
5492,Pepe Sánchez,20,60,75,62,Granada CF,Spain Primera Division,1,CB CDM,CB,183,74.8,Right,15,3 ★,2★,Medium,Medium,63,47,51,49,59,62,0.425,52.63,34,31,63,62,40,47.23,40,35,24,65,58,66.16,60,66,56,52,73,72.97,66,74,50,66,68,59.62,63,57,31,50,50,59,65.07,57,59,61,12.73,11,11,11,11,12,67.66,66.47,"Jul 1, 2019",,2021,2019,1.0,1.2,254787,https://cdn.sofifa.com/players/254/787/20_240.png,https://sofifa.com/player/254787/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
5493,J. Brunet,22,60,69,62,Granada CF,Spain Primera Division,1,CDM CB,CDM,190,82.1,Right,9,3 ★,2★,Medium,Medium,62,44,62,59,60,53,0.3,63.16,65,38,65,69,39,58.51,61,44,50,62,58,61.64,59,64,55,54,54,59.01,59,57,52,50,44,63.42,63,56,39,55,54,47,67.65,59,58,67,11.14,13,5,14,6,11,69.04,68.27,"Jul 31, 2020",,2021,2020,0.0,0.6900000000000001,252328,https://cdn.sofifa.com/players/252/328/20_240.png,https://sofifa.com/player/252328/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
5494,J. Peñaloza,20,60,78,62,SD Huesca,Spain Primera Division,1,LM CAM ST,CAM,173,64.0,Right,18,4 ★,3★,High,Low,66,58,55,63,29,45,0.45,56.06,52,60,29,60,44,57.23,63,59,39,46,62,69.83,67,66,66,56,69,60.81,56,50,55,48,61,52.73,25,26,52,60,59,61,32.35,35,24,29,10.23,9,10,5,7,14,63.17,63.45,"Sep 19, 2018",,2023,2018,2.0,1.3,246064,https://cdn.sofifa.com/players/246/064/20_240.png,https://sofifa.com/player/246064/,110839,https://cdn.sofifa.com/teams/110839/dark_240.png
5495,Valera,23,60,68,60,SD Huesca,Spain Primera Division,1,GK,GK,188,79.8,Right,8,2 ★,1★,Medium,Medium,61,56,46,61,38,64,0.24,18.76,12,5,11,46,8,28.09,27,24,11,38,32,49.57,39,37,59,57,38,39.41,35,50,22,59,9,28.03,32,10,7,55,14,34,22.06,23,24,13,65.45,61,56,46,64,61,46.85,65.46,"Jul 8, 2017",,2022,2017,3.0,0.5760000000000001,239651,https://cdn.sofifa.com/players/239/651/20_240.png,https://sofifa.com/player/239651/,110839,https://cdn.sofifa.com/teams/110839/dark_240.png
5496,C. Kouakou,25,60,63,62,IFK Göteborg,Swedish Allsvenskan,1,ST,ST,180,74.8,Right,3,3 ★,2★,Medium,Medium,76,58,42,61,24,58,0.275,57.89,32,62,58,53,48,50.64,59,41,39,37,62,74.57,77,75,72,54,68,69.14,57,67,65,63,55,45.37,35,21,55,38,42,53,20.59,18,22,16,15.91,15,16,14,9,16,63.08,64.06,"Jul 29, 2020",,2022,2020,0.0,0.364,202925,https://cdn.sofifa.com/players/202/925/20_240.png,https://sofifa.com/player/202925/,319,https://cdn.sofifa.com/teams/319/dark_240.png
5497,E. Holm,20,60,72,61,IFK Göteborg,Swedish Allsvenskan,1,RB,CB,190,83.0,Right,12,2 ★,2★,Medium,Medium,69,33,50,54,56,71,0.35000000000000003,53.32,53,29,57,61,33,47.23,52,41,31,43,55,65.3,65,72,54,54,58,63.06,36,65,67,77,35,56.29,61,52,52,39,33,49,62.13,56,59,54,10.0,7,12,11,5,9,64.25,66.87,"Dec 4, 2018",,2021,2018,2.0,0.508,246656,https://cdn.sofifa.com/players/246/656/20_240.png,https://sofifa.com/player/246656/,319,https://cdn.sofifa.com/teams/319/dark_240.png
5498,M. Johansson,21,60,71,60,Malmö FF,Swedish Allsvenskan,1,GK,GK,193,79.8,Right,11,2 ★,1★,Medium,Medium,58,60,59,63,41,59,0.275,21.05,16,20,12,28,16,21.49,17,17,13,30,24,46.34,40,42,39,52,42,50.0,44,66,33,59,20,23.99,23,22,14,27,15,39,16.54,18,12,15,67.95,58,60,59,59,63,46.42,68.27,"Jan 1, 2015",,2022,2015,5.0,0.41300000000000003,226524,https://cdn.sofifa.com/players/226/524/20_240.png,https://sofifa.com/player/226524/,320,https://cdn.sofifa.com/teams/320/dark_240.png
5499,R. Tsouka,25,60,65,60,Helsingborgs IF,Swedish Allsvenskan,1,RB CB,RB,180,73.9,Right,5,2 ★,2★,Medium,Medium,82,29,49,55,55,63,0.24,46.0,51,29,42,54,25,52.13,55,52,35,53,50,74.14,81,83,60,55,65,55.18,28,59,61,70,27,52.02,48,51,47,40,33,42,63.97,60,58,56,12.95,9,12,10,12,14,64.12,66.87,"Jan 1, 2020",,2022,2020,0.0,0.318,227704,https://cdn.sofifa.com/players/227/704/20_240.png,https://sofifa.com/player/227704/,432,https://cdn.sofifa.com/teams/432/dark_240.png
5500,A. Timossi Andersson,19,60,79,61,Helsingborgs IF,Swedish Allsvenskan,1,RM,RM,170,64.9,Right,19,4 ★,3★,Medium,Medium,76,54,55,63,30,49,0.45,55.84,56,55,38,57,38,61.49,62,57,59,51,60,77.59,74,77,77,49,83,60.36,56,48,66,44,54,52.97,39,27,49,51,57,57,32.35,25,33,30,10.68,10,8,13,10,6,65.59,65.66,"Jul 1, 2018","Dec 31, 2020",Loan,2020,0.0,€0,255700,https://cdn.sofifa.com/players/255/700/20_240.png,https://sofifa.com/player/255700/,432,https://cdn.sofifa.com/teams/432/dark_240.png
5501,I. Abdulrazak,18,60,74,62,IFK Norrköping,Swedish Allsvenskan,1,RW CAM,RM,175,69.9,Right,14,3 ★,3★,Medium,Medium,73,50,55,65,40,48,0.425,55.84,52,52,38,59,43,59.15,64,55,41,56,62,75.86,74,72,74,54,78,56.76,51,53,54,47,47,56.53,44,39,56,55,44,59,45.22,36,44,43,11.36,10,12,12,9,7,66.36,66.47,"May 8, 2020",,2024,2020,0.0,0.797,256819,https://cdn.sofifa.com/players/256/819/20_240.png,https://sofifa.com/player/256819/,702,https://cdn.sofifa.com/teams/702/dark_240.png
5502,O. Sverrisson,27,60,61,60,BK Häcken,Swedish Allsvenskan,1,LB,LB,183,79.8,Left,1,3 ★,2★,Medium,Medium,65,48,46,56,58,66,0.21,52.4,43,48,39,56,43,49.36,54,46,35,39,58,66.38,65,65,58,57,63,67.34,53,65,69,71,41,58.43,52,57,56,37,44,47,66.18,63,60,57,14.55,8,14,14,13,15,67.27,68.07,"Dec 4, 2018",,2022,2018,2.0,0.278,246552,https://cdn.sofifa.com/players/246/552/20_240.png,https://sofifa.com/player/246552/,711,https://cdn.sofifa.com/teams/711/dark_240.png
5503,Y. Rafael,21,60,71,60,Kalmar FF,Swedish Allsvenskan,1,LWB LM RWB,LWB,175,74.8,Left,11,3 ★,3★,Medium,Medium,77,46,50,64,51,68,0.325,51.49,54,44,33,54,40,52.98,63,49,33,45,59,78.02,75,78,79,49,81,68.47,53,65,78,66,42,61.28,61,51,48,48,50,57,57.72,54,53,50,12.27,13,13,9,13,6,69.47,71.49,"Jan 12, 2019",,2021,2019,1.0,0.47100000000000003,235836,https://cdn.sofifa.com/players/235/836/20_240.png,https://sofifa.com/player/235836/,1439,https://cdn.sofifa.com/teams/1439/dark_240.png
5504,I. Magnusson,22,60,71,63,Kalmar FF,Swedish Allsvenskan,1,CF RM,RM,178,68.0,Right,11,3 ★,3★,High,High,85,49,52,62,51,63,0.35000000000000003,54.69,46,50,46,56,41,53.19,60,54,35,45,56,83.19,84,85,81,63,73,67.79,48,73,86,47,47,69.12,71,55,64,60,41,56,56.25,52,50,51,13.86,11,13,13,11,13,72.58,72.69,"Jan 1, 2015",,2021,2015,5.0,0.508,243122,https://cdn.sofifa.com/players/243/122/20_240.png,https://sofifa.com/player/243122/,1439,https://cdn.sofifa.com/teams/1439/dark_240.png
